Model,k1,k2,k3,k4,k5,k6,k7,k8,k9
ERGA08DV / EHVX08S18D9W(G),-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08DV / EHVZ08S18D6V(G),-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08DV / EHVZ08S18D9W(G),-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08DV / EHBH08D6V,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08DV / EHBH08D9W,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08DV / EHBX08D6V,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08DV / EHBX08D9W,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHVX08S18E6V(G),-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHVX08S18E9W,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHVH08S18E6V,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHVH08S18E9W,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHVZ08S18E6V,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHVZ08S18E9W,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHVH08SU18E6V,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHVH08S18E6V + cooling kit,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHVH08S18E9W + cooling,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHVZ08S18E6V + cooling kit,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHVZ08S18E9W + cooling,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHBX08E6V,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHBX08E9W,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHBH08E6V,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHBH08E9W,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHBH08E6V + cooling kit,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
ERGA08EV / EHBH08E9W + cooling kit,-172.5728064207444,-0.7351003098367244,5266.7738951519395,-99.73568485282894,42.075838336757414,243.21795515042675,0.1753913202661901,-0.10301906403024723,7.696160705108083
EGSQH10S18A9W,-379.3712214468837,-77.56338239697155,8939.04054496002,-81.89041342526161,21.937185601727638,728.5256926959357,-0.009342030356425932,-0.10538689985854253,8.189121788885114
RBLQ05C2V3 / RKHWMXB300C,-75.59161087846189,2.5095171168333326,2847.0559871834716,-48.39064960742957,21.775517620616792,181.70885699164594,0.15740220754241446,-0.09212226239516838,7.159545043435442
RBLQ05C2V3 / RKHWMX300C,-75.59161087846189,2.5095171168333326,2847.0559871834716,-48.39064960742957,21.775517620616792,181.70885699164594,0.15740220754241446,-0.09212226239516838,7.159545043435442
EBLQ05C2V3 / EKHWMXB300C,-75.59161087846189,2.5095171168333326,2847.0559871834716,-48.39064960742957,21.775517620616792,181.70885699164594,0.15740220754241446,-0.09212226239516838,7.159545043435442
EBLQ05C2V3 / EKHWMX300C,-75.59161087846189,2.5095171168333326,2847.0559871834716,-48.39064960742957,21.775517620616792,181.70885699164594,0.15740220754241446,-0.09212226239516838,7.159545043435442
RBLQ05C2V3 / RKHWMXB500C,-75.59161087846189,2.5095171168333326,2847.0559871834716,-48.39064960742957,21.775517620616792,181.70885699164594,0.15740220754241446,-0.09212226239516838,7.159545043435442
RBLQ05C2V3 / RKHWMX500C,-75.59161087846189,2.5095171168333326,2847.0559871834716,-48.39064960742957,21.775517620616792,181.70885699164594,0.15740220754241446,-0.09212226239516838,7.159545043435442
EBLQ05C2V3 / EKHWMXB500C,-75.59161087846189,2.5095171168333326,2847.0559871834716,-48.39064960742957,21.775517620616792,181.70885699164594,0.15740220754241446,-0.09212226239516838,7.159545043435442
EBLQ05C2V3 / EKHWMX500C,-75.59161087846189,2.5095171168333326,2847.0559871834716,-48.39064960742957,21.775517620616792,181.70885699164594,0.15740220754241446,-0.09212226239516838,7.159545043435442
RBLQ07C2V3 / RKHWMXB300C,-164.13373324844028,-12.409323200892269,4859.788550789142,-97.40253502010232,19.471797982900988,845.4408214504074,0.15849157109492631,-0.07575964099124803,6.394517160241902
RBLQ07C2V3 / RKHWMX300C,-164.13373324844028,-12.409323200892269,4859.788550789142,-97.40253502010232,19.471797982900988,845.4408214504074,0.15849157109492631,-0.07575964099124803,6.394517160241902
EBLQ07C2V3 / EKHWMXB300C,-164.13373324844028,-12.409323200892269,4859.788550789142,-97.40253502010232,19.471797982900988,845.4408214504074,0.15849157109492631,-0.07575964099124803,6.394517160241902
EBLQ07C2V3 / EKHWMX300C,-164.13373324844028,-12.409323200892269,4859.788550789142,-97.40253502010232,19.471797982900988,845.4408214504074,0.15849157109492631,-0.07575964099124803,6.394517160241902
RBLQ07C2V3 / RKHWMXB500C,-164.13373324844028,-12.409323200892269,4859.788550789142,-97.40253502010232,19.471797982900988,845.4408214504074,0.15849157109492631,-0.07575964099124803,6.394517160241902
RBLQ07C2V3 / RKHWMX500C,-164.13373324844028,-12.409323200892269,4859.788550789142,-97.40253502010232,19.471797982900988,845.4408214504074,0.15849157109492631,-0.07575964099124803,6.394517160241902
EBLQ07C2V3 / EKHWMXB500C,-164.13373324844028,-12.409323200892269,4859.788550789142,-97.40253502010232,19.471797982900988,845.4408214504074,0.15849157109492631,-0.07575964099124803,6.394517160241902
EBLQ07C2V3 / EKHWMX500C,-164.13373324844028,-12.409323200892269,4859.788550789142,-97.40253502010232,19.471797982900988,845.4408214504074,0.15849157109492631,-0.07575964099124803,6.394517160241902
ERSQ011AY1 / EKHBRD011ADY17,-251.46103061766487,-103.55096574730356,11558.303054725387,-184.48222525588355,-37.683248388765726,4318.799451759411,0.13120625403615013,0.011132018448537789,2.5343649761159632
ERSQ011AV1 / EKHBRD011ADV17,-251.46103061766487,-103.55096574730356,11558.303054725387,-184.48222525588355,-37.683248388765726,4318.799451759411,0.13120625403615013,0.011132018448537789,2.5343649761159632
ERRQ011AY1 / EKHBRD011ADY17,-251.46103061766487,-103.55096574730356,11558.303054725387,-184.48222525588355,-37.683248388765726,4318.799451759411,0.13120625403615013,0.011132018448537789,2.5343649761159632
ERRQ011AV1 / EKHBRD011ADV17,-251.46103061766487,-103.55096574730356,11558.303054725387,-184.48222525588355,-37.683248388765726,4318.799451759411,0.13120625403615013,0.011132018448537789,2.5343649761159632
ERSQ014AY1 / EKHBRD014ADY17,-361.02220226571217,-94.20587640896967,12419.279709488326,-202.8982602869626,-9.554793873496468,3698.714952181303,0.1171097619942838,-0.0005693900817282807,3.012188604656841
ERSQ014AV1 / EKHBRD014ADV17,-361.02220226571217,-94.20587640896967,12419.279709488326,-202.8982602869626,-9.554793873496468,3698.714952181303,0.1171097619942838,-0.0005693900817282807,3.012188604656841
ERRQ014AY1 / EKHBRD014ADY17,-361.02220226571217,-94.20587640896967,12419.279709488326,-202.8982602869626,-9.554793873496468,3698.714952181303,0.1171097619942838,-0.0005693900817282807,3.012188604656841
ERRQ014AV1 / EKHBRD014ADV17,-361.02220226571217,-94.20587640896967,12419.279709488326,-202.8982602869626,-9.554793873496468,3698.714952181303,0.1171097619942838,-0.0005693900817282807,3.012188604656841
ERSQ016AY1 / EKHBRD016ADY17,-399.0089389036751,-88.66070022696515,12920.367856464789,-221.84620433572314,-4.841341792456362,3792.757839440826,0.12153482139789734,0.0005421416597598596,3.0022420029181793
ERSQ016AV1 / EKHBRD016ADV17,-399.0089389036751,-88.66070022696515,12920.367856464789,-221.84620433572314,-4.841341792456362,3792.757839440826,0.12153482139789734,0.0005421416597598596,3.0022420029181793
ERRQ016AY1 / EKHBRD016ADY17,-399.0089389036751,-88.66070022696515,12920.367856464789,-221.84620433572314,-4.841341792456362,3792.757839440826,0.12153482139789734,0.0005421416597598596,3.0022420029181793
ERRQ016AV1 / EKHBRD016ADV17,-399.0089389036751,-88.66070022696515,12920.367856464789,-221.84620433572314,-4.841341792456362,3792.757839440826,0.12153482139789734,0.0005421416597598596,3.0022420029181793
EDLQ011CV3,-211.47288614227577,-52.39914672716994,8928.875770244442,-138.2879028181134,36.900651810089904,1012.547753434735,0.19217940456514732,-0.10360879207977455,7.685174312724493
EBLQ011CV3,-211.47288614227577,-52.39914672716994,8928.875770244442,-138.2879028181134,36.900651810089904,1012.547753434735,0.19217940456514732,-0.10360879207977455,7.685174312724493
EBLQ011C3V3,-211.47288614227577,-52.39914672716994,8928.875770244442,-138.2879028181134,36.900651810089904,1012.547753434735,0.19217940456514732,-0.10360879207977455,7.685174312724493
EBLQ011CW1,-211.47288614227577,-52.39914672716994,8928.875770244442,-138.2879028181134,36.900651810089904,1012.547753434735,0.19217940456514732,-0.10360879207977455,7.685174312724493
EBLQ011C3W1,-211.47288614227577,-52.39914672716994,8928.875770244442,-138.2879028181134,36.900651810089904,1012.547753434735,0.19217940456514732,-0.10360879207977455,7.685174312724493
EDLQ011C3V3,-211.47288614227577,-52.39914672716994,8928.875770244442,-138.2879028181134,36.900651810089904,1012.547753434735,0.19217940456514732,-0.10360879207977455,7.685174312724493
EDLQ011CW1,-211.47288614227577,-52.39914672716994,8928.875770244442,-138.2879028181134,36.900651810089904,1012.547753434735,0.19217940456514732,-0.10360879207977455,7.685174312724493
EDLQ011C3W1,-211.47288614227577,-52.39914672716994,8928.875770244442,-138.2879028181134,36.900651810089904,1012.547753434735,0.19217940456514732,-0.10360879207977455,7.685174312724493
EDLQ014CV3,-333.28871846132296,-47.55883873899611,9738.845596267622,-174.69726320723422,52.37942216376434,975.0227850619178,0.14218051093912243,-0.07386388780815936,6.302689355242952
EBLQ014CV3,-333.28871846132296,-47.55883873899611,9738.845596267622,-174.69726320723422,52.37942216376434,975.0227850619178,0.14218051093912243,-0.07386388780815936,6.302689355242952
EBLQ014C3V3,-333.28871846132296,-47.55883873899611,9738.845596267622,-174.69726320723422,52.37942216376434,975.0227850619178,0.14218051093912243,-0.07386388780815936,6.302689355242952
EBLQ014CW1,-333.28871846132296,-47.55883873899611,9738.845596267622,-174.69726320723422,52.37942216376434,975.0227850619178,0.14218051093912243,-0.07386388780815936,6.302689355242952
EBLQ014C3W1,-333.28871846132296,-47.55883873899611,9738.845596267622,-174.69726320723422,52.37942216376434,975.0227850619178,0.14218051093912243,-0.07386388780815936,6.302689355242952
EDLQ014C3V3,-333.28871846132296,-47.55883873899611,9738.845596267622,-174.69726320723422,52.37942216376434,975.0227850619178,0.14218051093912243,-0.07386388780815936,6.302689355242952
EDLQ014CW1,-333.28871846132296,-47.55883873899611,9738.845596267622,-174.69726320723422,52.37942216376434,975.0227850619178,0.14218051093912243,-0.07386388780815936,6.302689355242952
EDLQ014C3W1,-333.28871846132296,-47.55883873899611,9738.845596267622,-174.69726320723422,52.37942216376434,975.0227850619178,0.14218051093912243,-0.07386388780815936,6.302689355242952
EDLQ016CV3,-414.20481632294707,-55.796977178069284,11267.737947626445,-248.14886668585416,51.38867692438245,1654.2852627708367,0.2133699094557877,-0.09619081772560363,7.243514676590866
EBLQ016CV3,-414.20481632294707,-55.796977178069284,11267.737947626445,-248.14886668585416,51.38867692438245,1654.2852627708367,0.2133699094557877,-0.09619081772560363,7.243514676590866
EBLQ016C3V3,-414.20481632294707,-55.796977178069284,11267.737947626445,-248.14886668585416,51.38867692438245,1654.2852627708367,0.2133699094557877,-0.09619081772560363,7.243514676590866
EBLQ016CW1,-414.20481632294707,-55.796977178069284,11267.737947626445,-248.14886668585416,51.38867692438245,1654.2852627708367,0.2133699094557877,-0.09619081772560363,7.243514676590866
EBLQ016C3W1,-414.20481632294707,-55.796977178069284,11267.737947626445,-248.14886668585416,51.38867692438245,1654.2852627708367,0.2133699094557877,-0.09619081772560363,7.243514676590866
EDLQ016C3V3,-414.20481632294707,-55.796977178069284,11267.737947626445,-248.14886668585416,51.38867692438245,1654.2852627708367,0.2133699094557877,-0.09619081772560363,7.243514676590866
EDLQ016CW1,-414.20481632294707,-55.796977178069284,11267.737947626445,-248.14886668585416,51.38867692438245,1654.2852627708367,0.2133699094557877,-0.09619081772560363,7.243514676590866
EDLQ016C3W1,-414.20481632294707,-55.796977178069284,11267.737947626445,-248.14886668585416,51.38867692438245,1654.2852627708367,0.2133699094557877,-0.09619081772560363,7.243514676590866
RBLQ05C*V3,-75.59161087846189,2.5095171168333326,2847.0559871834716,-48.39064960742957,21.775517620616792,181.70885699164594,0.15740220754241446,-0.09212226239516838,7.159545043435442
RDLQ05C*V3,-72.11952965920565,7.722187702410714,2685.718161126294,-47.262221715916716,23.469637105513424,129.27400170926887,0.15740220754241446,-0.09212226239516838,7.159545043435442
EDLQ05C*V3,-72.11952965920565,7.722187702410714,2685.718161126294,-47.262221715916716,23.469637105513424,129.27400170926887,0.15740220754241446,-0.09212226239516838,7.159545043435442
EBLQ05C*V3,-75.59161087846189,2.5095171168333326,2847.0559871834716,-48.39064960742957,21.775517620616792,181.70885699164594,0.15740220754241446,-0.09212226239516838,7.159545043435442
EBLQ07C*V3,-164.13373324844028,-12.409323200892269,4859.788550789142,-97.40253502010232,19.471797982900988,845.4408214504074,0.15849157109492631,-0.07575964099124803,6.394517160241902
RBLQ07C*V3,-164.13373324844028,-12.409323200892269,4859.788550789142,-97.40253502010232,19.471797982900988,845.4408214504074,0.15849157109492631,-0.07575964099124803,6.394517160241902
RDLQ07C*V3,-164.13373324844028,-12.409323200892269,4859.788550789142,-97.40253502010232,19.471797982900988,845.4408214504074,0.15849157109492631,-0.07575964099124803,6.394517160241902
EDLQ07C*V3,-164.13373324844028,-12.409323200892269,4859.788550789142,-97.40253502010232,19.471797982900988,845.4408214504074,0.15849157109492631,-0.07575964099124803,6.394517160241902
ERLQ011C*V3 / EHSH16P50B,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
RRLQ011C*V3 / HPSU Compact 516 H,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
ERLQ011C*V3 / EHSHB16P50B,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
RRLQ011C*V3 / HPSU Compact 516 H Biv,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
ERLQ011C*V3 / EHSX16P50B,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
RRLQ011C*V3 / HPSU Compact 516,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
ERLQ011C*V3 / EHSXB16P50B,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
RRLQ011C*V3 / HPSU Compact 516 Biv,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
ERLQ011C*W1 / EHSX16P50B,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
RRLQ011C*W1 / HPSU Compact 516,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
ERLQ011C*W1 / EHSXB16P50B,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
RRLQ011C*W1 / HPSU Compact 516 Biv,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
ERLQ011C*W1 / EHSH16P50B,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
RRLQ011C*W1 / HPSU Compact 516 H,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
ERLQ011C*W1 / EHSHB16P50B,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
RRLQ011C*W1 / HPSU Compact 516 H Biv,-204.84286229375974,-42.271757436549976,8626.291679909566,-136.6424253169131,44.27416111360868,789.5742003288976,0.18876694316154238,-0.10562843025971665,7.747792989635617
ERLQ014C*V3 / EHSX16P50B,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
RRLQ014C*V3 / HPSU Compact 516,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
ERLQ014C*V3 / EHSXB16P50B,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
RRLQ014C*V3 / HPSU Compact 516 Biv,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
ERLQ014C*V3 / EHSH16P50B,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
RRLQ014C*V3 / HPSU Compact 516 H,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
ERLQ014C*V3 / EHSHB16P50B,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
RRLQ014C*V3 / HPSU Compact 516 H Biv,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
ERLQ014C*W1 / EHSX16P50B,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
RRLQ014C*W1 / HPSU Compact 516,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
ERLQ014C*W1 / EHSXB16P50B,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
RRLQ014C*W1 / HPSU Compact 516 Biv,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
ERLQ014C*W1 / EHSH16P50B,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
RRLQ014C*W1 / HPSU Compact 516 H,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
ERLQ014C*W1 / EHSHB16P50B,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
RRLQ014C*W1 / HPSU Compact 516 H Biv,-334.2370171473035,-23.55772005677015,9007.126177296344,-178.30359633262623,52.25002501599159,978.5929772394816,0.17082361088382253,-0.06304825772286604,5.960651221130157
ERLQ016C*V3 / EHSX16P50B,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
RRLQ016C*V3 / HPSU Compact 516,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
ERLQ016C*V3 / EHSXB16P50B,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
RRLQ016C*V3 / HPSU Compact 516 Biv,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
ERLQ016C*V3 / EHSH16P50B,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
RRLQ016C*V3 / HPSU Compact 516 H,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
ERLQ016C*V3 / EHSHB16P50B,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
RRLQ016C*V3 / HPSU Compact 516 H Biv,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
ERLQ016C*W1 / EHSX16P50B,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
RRLQ016C*W1 / HPSU Compact 516,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
ERLQ016C*W1 / EHSXB16P50B,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
RRLQ016C*W1 / HPSU Compact 516 Biv,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
ERLQ016C*W1 / EHSH16P50B,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
RRLQ016C*W1 / HPSU Compact 516 H,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
ERLQ016C*W1 / EHSHB16P50B,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
RRLQ016C*W1 / HPSU Compact 516 H Biv,-410.225600554763,-38.88049949647285,10767.306788479458,-248.61180263121526,49.96666492330647,1700.0371973059246,0.22055255287227643,-0.08996166990149122,7.05049846781081
ERLQ016CW1 / EHBH16CB *,-414.5444215752591,-56.291107060681455,11295.912280724331,-248.18307516805382,51.32841251690411,1658.8515805901684,0.2133699094557877,-0.09619081772560363,7.243514676590866
ERLQ016CW1 / EHBX16CB *,-414.5444215752591,-56.291107060681455,11295.912280724331,-248.18307516805382,51.32841251690411,1658.8515805901684,0.2133699094557877,-0.09619081772560363,7.243514676590866
ERLQ016CW1 / EHVH16S18CB *,-414.5444215752591,-56.291107060681455,11295.912280724331,-248.18307516805382,51.32841251690411,1658.8515805901684,0.2133699094557877,-0.09619081772560363,7.243514676590866
ERLQ016CW1 / EHVH16S26CB *,-414.5444215752591,-56.291107060681455,11295.912280724331,-248.18307516805382,51.32841251690411,1658.8515805901684,0.2133699094557877,-0.09619081772560363,7.243514676590866
ERLQ016CW1 / EHVX16S18CB *,-414.5444215752591,-56.291107060681455,11295.912280724331,-248.18307516805382,51.32841251690411,1658.8515805901684,0.2133699094557877,-0.09619081772560363,7.243514676590866
ERLQ016CW1 / EHVX16S26CB *,-414.5444215752591,-56.291107060681455,11295.912280724331,-248.18307516805382,51.32841251690411,1658.8515805901684,0.2133699094557877,-0.09619081772560363,7.243514676590866
ERLQ016CW1 / EHVZ16S18CB *,-414.5444215752591,-56.291107060681455,11295.912280724331,-248.18307516805382,51.32841251690411,1658.8515805901684,0.2133699094557877,-0.09619081772560363,7.243514676590866
RRLQ016CW1 / RHBH16CB *,-414.5444215752591,-56.291107060681455,11295.912280724331,-248.18307516805382,51.32841251690411,1658.8515805901684,0.2133699094557877,-0.09619081772560363,7.243514676590866
RRLQ016CW1 / RHBX16CB *,-414.5444215752591,-56.291107060681455,11295.912280724331,-248.18307516805382,51.32841251690411,1658.8515805901684,0.2133699094557877,-0.09619081772560363,7.243514676590866
